page title,userid,timestamp
A Song of Ice and Fire,7304691,2013-07-26T13:01:59Z
A Song of Ice and Fire,0,2013-07-26T12:36:17Z
A Song of Ice and Fire,0,2013-07-26T12:33:29Z
A Song of Ice and Fire,0,2013-07-26T11:08:34Z
A Song of Ice and Fire,0,2013-07-26T11:02:56Z
A Song of Ice and Fire,0,2013-07-25T17:23:44Z
A Song of Ice and Fire,0,2013-07-23T21:21:20Z
A Song of Ice and Fire,0,2013-07-22T18:54:00Z
A Song of Ice and Fire,0,2013-07-22T18:52:49Z
A Song of Ice and Fire,2943446,2013-07-12T07:40:09Z
A Song of Ice and Fire,0,2013-07-10T19:17:26Z
A Song of Ice and Fire,17498259,2013-07-05T21:00:29Z
A Song of Ice and Fire,0,2013-07-04T17:53:52Z
A Song of Ice and Fire,2036751,2013-07-03T03:33:49Z
A Song of Ice and Fire,2327713,2013-06-30T23:03:04Z
A Song of Ice and Fire,4949483,2013-06-30T15:50:56Z
A Song of Ice and Fire,17498038,2013-06-29T11:25:18Z
A Song of Ice and Fire,2327713,2013-06-21T20:18:44Z
A Song of Ice and Fire,0,2013-06-21T18:16:20Z
A Song of Ice and Fire,19216379,2013-06-20T16:36:29Z
A Song of Ice and Fire,19135543,2013-06-19T11:35:54Z
A Song of Ice and Fire,0,2013-06-18T23:31:58Z
A Song of Ice and Fire,2943446,2013-06-18T10:05:00Z
A Song of Ice and Fire,0,2013-06-18T09:45:26Z
A Song of Ice and Fire,0,2013-06-17T22:41:13Z
A Song of Ice and Fire,12493580,2013-06-09T20:12:55Z
A Song of Ice and Fire,0,2013-06-09T20:12:38Z
A Song of Ice and Fire,0,2013-06-09T20:11:39Z
A Song of Ice and Fire,0,2013-06-09T20:10:37Z
A Song of Ice and Fire,0,2013-06-09T20:06:26Z
A Song of Ice and Fire,0,2013-06-08T11:23:30Z
A Song of Ice and Fire,28381,2013-06-08T01:37:14Z
A Song of Ice and Fire,18241343,2013-06-06T20:51:10Z
A Song of Ice and Fire,0,2013-06-06T20:30:25Z
A Song of Ice and Fire,0,2013-06-06T20:29:24Z
A Song of Ice and Fire,0,2013-06-06T20:26:48Z
A Song of Ice and Fire,13233044,2013-06-06T20:19:38Z
A Song of Ice and Fire,0,2013-06-06T20:18:21Z
A Song of Ice and Fire,0,2013-06-06T20:16:23Z
A Song of Ice and Fire,0,2013-06-06T20:10:08Z
A Song of Ice and Fire,0,2013-06-05T12:45:08Z
A Song of Ice and Fire,0,2013-06-05T12:06:03Z
A Song of Ice and Fire,1593681,2013-06-03T20:26:39Z
A Song of Ice and Fire,710296,2013-06-03T20:24:09Z
A Song of Ice and Fire,4358889,2013-06-03T17:38:27Z
A Song of Ice and Fire,0,2013-06-03T17:13:47Z
A Song of Ice and Fire,0,2013-06-03T15:52:35Z
A Song of Ice and Fire,0,2013-05-31T21:08:45Z
A Song of Ice and Fire,1593681,2013-05-31T16:47:24Z
A Song of Ice and Fire,2943446,2013-05-30T10:44:05Z
A Song of Ice and Fire,0,2013-05-29T06:59:59Z
A Song of Ice and Fire,4358889,2013-05-25T04:43:06Z
A Song of Ice and Fire,18099710,2013-05-25T04:32:43Z
A Song of Ice and Fire,18099710,2013-05-25T04:31:34Z
A Song of Ice and Fire,0,2013-05-23T22:00:33Z
A Song of Ice and Fire,555772,2013-05-23T09:53:11Z
A Song of Ice and Fire,16191428,2013-05-23T06:29:58Z
A Song of Ice and Fire,15899029,2013-05-20T13:04:24Z
A Song of Ice and Fire,0,2013-05-19T10:18:51Z
A Song of Ice and Fire,0,2013-05-10T23:50:51Z
A Song of Ice and Fire,4358889,2013-05-08T02:26:51Z
A Song of Ice and Fire,1593792,2013-05-08T00:33:58Z
A Song of Ice and Fire,4358889,2013-05-07T23:55:25Z
A Song of Ice and Fire,1416331,2013-05-07T22:10:07Z
A Song of Ice and Fire,415892,2013-05-07T08:21:12Z
A Song of Ice and Fire,0,2013-05-06T23:19:41Z
A Song of Ice and Fire,877242,2013-05-03T20:56:31Z
A Song of Ice and Fire,1120051,2013-05-02T01:15:03Z
A Song of Ice and Fire,10866529,2013-05-01T17:15:26Z
A Song of Ice and Fire,18938288,2013-05-01T16:34:51Z
A Song of Ice and Fire,563447,2013-04-30T19:25:05Z
A Song of Ice and Fire,0,2013-04-30T19:24:10Z
A Song of Ice and Fire,563447,2013-04-30T19:22:05Z
A Song of Ice and Fire,0,2013-04-30T19:21:22Z
A Song of Ice and Fire,0,2013-04-30T19:19:19Z
A Song of Ice and Fire,0,2013-04-30T19:17:31Z
A Song of Ice and Fire,2943446,2013-04-30T14:48:09Z
A Song of Ice and Fire,524140,2013-04-26T06:11:57Z
A Song of Ice and Fire,415892,2013-04-25T17:01:49Z
A Song of Ice and Fire,0,2013-04-25T16:16:53Z
A Song of Ice and Fire,0,2013-04-25T13:45:02Z
A Song of Ice and Fire,18879396,2013-04-22T19:27:51Z
A Song of Ice and Fire,0,2013-04-21T17:42:11Z
A Song of Ice and Fire,0,2013-04-16T02:40:46Z
A Song of Ice and Fire,4175835,2013-04-12T20:27:29Z
A Song of Ice and Fire,0,2013-04-12T20:27:03Z
A Song of Ice and Fire,4175835,2013-04-12T20:11:13Z
A Song of Ice and Fire,0,2013-04-12T20:10:53Z
A Song of Ice and Fire,933359,2013-04-12T20:09:32Z
A Song of Ice and Fire,0,2013-04-12T20:07:31Z
A Song of Ice and Fire,10543549,2013-04-12T19:17:57Z
A Song of Ice and Fire,18435649,2013-04-08T17:56:23Z
A Song of Ice and Fire,0,2013-04-06T17:42:31Z
A Song of Ice and Fire,18376805,2013-04-06T11:25:00Z
A Song of Ice and Fire,0,2013-04-03T01:03:32Z
A Song of Ice and Fire,4362376,2013-04-01T22:11:27Z
A Song of Ice and Fire,18663209,2013-04-01T17:09:52Z
A Song of Ice and Fire,10270361,2013-04-01T00:09:20Z
A Song of Ice and Fire,1994682,2013-03-31T23:35:19Z
A Song of Ice and Fire,359256,2013-03-29T09:40:31Z
A Song of Ice and Fire,2943446,2013-03-28T11:08:14Z
A Song of Ice and Fire,91088,2013-03-25T20:45:23Z
A Song of Ice and Fire,0,2013-03-25T11:28:58Z
A Song of Ice and Fire,0,2013-03-25T11:24:02Z
A Song of Ice and Fire,0,2013-03-25T11:16:53Z
A Song of Ice and Fire,170135,2013-03-24T06:21:18Z
A Song of Ice and Fire,93622,2013-03-23T13:42:58Z
A Song of Ice and Fire,0,2013-03-23T04:53:07Z
A Song of Ice and Fire,7611264,2013-03-22T23:10:52Z
A Song of Ice and Fire,93622,2013-03-22T22:49:34Z
A Song of Ice and Fire,2943446,2013-03-22T12:02:59Z
A Song of Ice and Fire,0,2013-03-17T16:43:01Z
A Song of Ice and Fire,0,2013-03-12T08:01:20Z
A Song of Ice and Fire,322475,2013-03-07T03:52:15Z
A Song of Ice and Fire,322475,2013-03-07T03:49:15Z
A Song of Ice and Fire,0,2013-03-04T05:00:42Z
A Song of Ice and Fire,2943446,2013-02-25T13:01:47Z
A Song of Ice and Fire,7304691,2013-02-24T19:16:24Z
A Song of Ice and Fire,0,2013-02-24T10:11:59Z
A Song of Ice and Fire,0,2013-02-24T05:13:03Z
A Song of Ice and Fire,0,2013-02-24T04:48:51Z
A Song of Ice and Fire,0,2013-02-19T22:25:31Z
A Song of Ice and Fire,0,2013-02-19T22:24:10Z
A Song of Ice and Fire,6569922,2013-02-19T16:06:32Z
A Song of Ice and Fire,2943446,2013-02-18T16:19:42Z
A Song of Ice and Fire,7218119,2013-02-18T05:47:51Z
A Song of Ice and Fire,0,2013-02-18T00:26:44Z
A Song of Ice and Fire,4358889,2013-02-16T14:53:25Z
A Song of Ice and Fire,0,2013-02-16T14:26:34Z
A Song of Ice and Fire,0,2013-02-16T01:28:20Z
A Song of Ice and Fire,0,2013-02-15T10:37:07Z
A Song of Ice and Fire,2943446,2013-02-07T08:13:33Z
A Song of Ice and Fire,0,2013-02-06T20:55:10Z
A Song of Ice and Fire,6441698,2013-01-31T23:40:29Z
A Song of Ice and Fire,6441698,2013-01-31T23:25:38Z
A Song of Ice and Fire,738959,2013-01-29T20:12:37Z
A Song of Ice and Fire,738959,2013-01-29T19:57:55Z
A Song of Ice and Fire,1887641,2013-01-28T02:40:20Z
A Song of Ice and Fire,1887641,2013-01-28T02:39:35Z
A Song of Ice and Fire,1887641,2013-01-28T02:38:30Z
A Song of Ice and Fire,1862829,2013-01-27T22:34:17Z
A Song of Ice and Fire,8066546,2013-01-27T10:17:55Z
A Song of Ice and Fire,0,2013-01-25T22:38:18Z
A Song of Ice and Fire,359256,2013-01-23T20:58:54Z
A Song of Ice and Fire,359256,2013-01-23T16:29:12Z
A Song of Ice and Fire,2943446,2013-01-23T12:28:12Z
A Song of Ice and Fire,122305,2013-01-22T23:08:14Z
A Song of Ice and Fire,122305,2013-01-22T23:05:57Z
A Song of Ice and Fire,122305,2013-01-22T23:02:21Z
A Song of Ice and Fire,122305,2013-01-22T22:56:59Z
A Song of Ice and Fire,2943446,2013-01-21T12:01:29Z
A Song of Ice and Fire,1298255,2013-01-21T09:35:19Z
A Song of Ice and Fire,4358889,2013-01-17T14:54:31Z
A Song of Ice and Fire,0,2013-01-17T07:12:39Z
A Song of Ice and Fire,0,2013-01-17T07:09:13Z
A Song of Ice and Fire,0,2013-01-16T09:02:47Z
A Song of Ice and Fire,8066546,2013-01-15T23:58:00Z
A Song of Ice and Fire,11292982,2013-01-14T03:34:42Z
A Song of Ice and Fire,0,2013-01-13T16:55:13Z
A Song of Ice and Fire,2943446,2013-01-09T09:54:30Z
A Song of Ice and Fire,194203,2012-12-29T11:33:20Z
A Song of Ice and Fire,1862829,2012-12-28T16:43:24Z
A Song of Ice and Fire,0,2012-12-27T16:35:40Z
A Song of Ice and Fire,0,2012-12-27T09:13:43Z
A Song of Ice and Fire,11737418,2012-12-19T23:38:16Z
A Song of Ice and Fire,0,2012-12-19T23:36:23Z
A Song of Ice and Fire,71061,2012-12-13T17:32:49Z
A Song of Ice and Fire,15973009,2012-12-11T06:24:04Z
A Song of Ice and Fire,0,2012-12-10T23:33:52Z
A Song of Ice and Fire,7530352,2012-12-10T06:49:42Z
A Song of Ice and Fire,0,2012-12-06T19:16:48Z
A Song of Ice and Fire,0,2012-12-05T03:47:53Z
A Song of Ice and Fire,4045345,2012-12-03T21:12:15Z
A Song of Ice and Fire,0,2012-11-30T20:13:32Z
A Song of Ice and Fire,0,2012-11-25T21:08:05Z
A Song of Ice and Fire,0,2012-11-24T11:52:06Z
A Song of Ice and Fire,0,2012-11-21T10:54:32Z
A Song of Ice and Fire,7359834,2012-11-20T17:58:29Z
A Song of Ice and Fire,6338762,2012-11-19T13:50:37Z
A Song of Ice and Fire,0,2012-11-19T12:41:13Z
A Song of Ice and Fire,11020855,2012-11-08T00:45:00Z
A Song of Ice and Fire,2943446,2012-11-05T11:40:23Z
A Song of Ice and Fire,2943446,2012-11-05T11:12:52Z
A Song of Ice and Fire,2943446,2012-11-05T09:57:56Z
A Song of Ice and Fire,12436584,2012-10-31T21:03:20Z
A Song of Ice and Fire,0,2012-10-31T19:41:19Z
A Song of Ice and Fire,16902756,2012-10-30T23:30:28Z
A Song of Ice and Fire,8066546,2012-10-30T11:29:54Z
A Song of Ice and Fire,4358889,2012-10-30T03:03:22Z
A Song of Ice and Fire,4358889,2012-10-30T01:39:16Z
A Song of Ice and Fire,0,2012-10-30T01:12:23Z
A Song of Ice and Fire,4358889,2012-10-16T01:32:17Z
A Song of Ice and Fire,0,2012-10-16T01:07:46Z
A Song of Ice and Fire,0,2012-10-15T20:05:22Z
A Song of Ice and Fire,16255965,2012-10-13T05:51:53Z
A Song of Ice and Fire,0,2012-10-13T05:08:05Z
A Song of Ice and Fire,0,2012-10-09T21:15:47Z
A Song of Ice and Fire,2943446,2012-10-09T13:14:27Z
A Song of Ice and Fire,7183365,2012-09-22T06:53:19Z
A Song of Ice and Fire,4358889,2012-09-15T16:09:06Z
A Song of Ice and Fire,0,2012-09-15T15:36:48Z
A Song of Ice and Fire,0,2012-09-13T19:31:40Z
A Song of Ice and Fire,5406562,2012-09-12T17:51:50Z
A Song of Ice and Fire,2943446,2012-09-03T08:45:02Z
A Song of Ice and Fire,0,2012-08-28T05:30:52Z
A Song of Ice and Fire,363188,2012-08-27T00:57:12Z
A Song of Ice and Fire,0,2012-08-26T10:43:30Z
A Song of Ice and Fire,313438,2012-08-23T20:32:37Z
A Song of Ice and Fire,13286072,2012-08-22T06:58:09Z
A Song of Ice and Fire,16885989,2012-08-22T06:57:52Z
A Song of Ice and Fire,3596390,2012-08-20T03:54:32Z
A Song of Ice and Fire,12247082,2012-08-20T01:52:50Z
A Song of Ice and Fire,363188,2012-08-16T18:38:50Z
A Song of Ice and Fire,0,2012-08-16T02:04:12Z
A Song of Ice and Fire,11344024,2012-08-13T11:51:41Z
A Song of Ice and Fire,11185701,2012-08-13T11:35:02Z
A Song of Ice and Fire,0,2012-08-13T10:55:58Z
A Song of Ice and Fire,0,2012-08-13T10:48:36Z
A Song of Ice and Fire,0,2012-08-13T10:47:25Z
A Song of Ice and Fire,0,2012-08-13T10:46:34Z
A Song of Ice and Fire,613181,2012-08-12T19:12:50Z
A Song of Ice and Fire,2943446,2012-08-12T11:57:24Z
A Song of Ice and Fire,2943446,2012-08-12T10:44:53Z
A Song of Ice and Fire,0,2012-08-07T07:36:26Z
A Song of Ice and Fire,0,2012-08-07T06:23:41Z
A Song of Ice and Fire,13286072,2012-08-05T18:50:08Z
A Song of Ice and Fire,0,2012-08-05T18:49:51Z
A Song of Ice and Fire,0,2012-08-01T22:18:29Z
A Song of Ice and Fire,0,2012-07-28T17:40:00Z
A Song of Ice and Fire,3408702,2012-07-27T15:39:57Z
A Song of Ice and Fire,640429,2012-07-25T11:25:57Z
A Song of Ice and Fire,640429,2012-07-25T11:24:02Z
A Song of Ice and Fire,640429,2012-07-25T11:22:13Z
A Song of Ice and Fire,2943446,2012-07-25T08:29:56Z
A Song of Ice and Fire,0,2012-07-23T22:31:42Z
A Song of Ice and Fire,2943446,2012-07-22T15:58:32Z
A Song of Ice and Fire,2943446,2012-07-19T17:19:08Z
A Song of Ice and Fire,0,2012-07-17T19:29:54Z
A Song of Ice and Fire,0,2012-07-16T23:55:41Z
A Song of Ice and Fire,2943446,2012-07-14T19:08:42Z
A Song of Ice and Fire,2943446,2012-07-14T12:32:49Z
A Song of Ice and Fire,2943446,2012-07-14T11:25:49Z
A Song of Ice and Fire,11185701,2012-07-14T07:21:03Z
A Song of Ice and Fire,11185701,2012-07-14T07:04:15Z
A Song of Ice and Fire,11185701,2012-07-14T07:00:37Z
A Song of Ice and Fire,11185701,2012-07-14T06:59:34Z
A Song of Ice and Fire,11185701,2012-07-14T06:50:30Z
A Song of Ice and Fire,11185701,2012-07-14T06:38:48Z
A Song of Ice and Fire,11185701,2012-07-14T06:30:49Z
A Song of Ice and Fire,0,2012-07-13T23:46:11Z
A Song of Ice and Fire,11185701,2012-07-12T13:31:04Z
A Song of Ice and Fire,11185701,2012-07-12T12:38:15Z
A Song of Ice and Fire,0,2012-07-11T18:49:36Z
A Song of Ice and Fire,11185701,2012-07-11T12:30:34Z
A Song of Ice and Fire,11185701,2012-07-11T12:29:55Z
A Song of Ice and Fire,11185701,2012-07-11T12:29:04Z
A Song of Ice and Fire,11185701,2012-07-11T12:25:03Z
A Song of Ice and Fire,11185701,2012-07-11T12:21:41Z
A Song of Ice and Fire,11185701,2012-07-11T12:03:29Z
A Song of Ice and Fire,0,2012-07-11T04:51:07Z
A Song of Ice and Fire,4589092,2012-07-11T00:47:32Z
A Song of Ice and Fire,2943446,2012-07-07T10:57:00Z
A Song of Ice and Fire,11185701,2012-07-05T08:15:36Z
A Song of Ice and Fire,11185701,2012-07-05T07:12:42Z
A Song of Ice and Fire,11185701,2012-07-05T07:08:26Z
A Song of Ice and Fire,11185701,2012-07-05T06:55:57Z
A Song of Ice and Fire,2943446,2012-06-29T08:23:17Z
A Song of Ice and Fire,2943446,2012-06-29T08:18:09Z
A Song of Ice and Fire,2943446,2012-06-29T07:21:02Z
A Song of Ice and Fire,17074498,2012-06-29T00:08:03Z
A Song of Ice and Fire,0,2012-06-28T00:50:38Z
A Song of Ice and Fire,0,2012-06-28T00:49:14Z
A Song of Ice and Fire,0,2012-06-25T14:05:57Z
A Song of Ice and Fire,0,2012-06-18T17:23:40Z
A Song of Ice and Fire,2943446,2012-06-18T08:11:37Z
A Song of Ice and Fire,0,2012-06-17T19:37:17Z
A Song of Ice and Fire,6294859,2012-06-15T19:41:53Z
A Song of Ice and Fire,6294859,2012-06-15T16:45:30Z
A Song of Ice and Fire,0,2012-06-15T16:19:06Z
A Song of Ice and Fire,9021902,2012-06-15T12:38:29Z
A Song of Ice and Fire,2943446,2012-06-13T12:13:46Z
A Song of Ice and Fire,2943446,2012-06-13T12:12:22Z
A Song of Ice and Fire,7611264,2012-06-13T10:02:53Z
A Song of Ice and Fire,0,2012-06-13T09:42:33Z
A Song of Ice and Fire,0,2012-06-09T21:49:52Z
A Song of Ice and Fire,2943446,2012-06-08T12:45:05Z
A Song of Ice and Fire,2943446,2012-06-08T09:34:59Z
A Song of Ice and Fire,2943446,2012-06-08T07:20:21Z
A Song of Ice and Fire,16957653,2012-06-07T23:12:39Z
A Song of Ice and Fire,0,2012-06-07T21:43:59Z
A Song of Ice and Fire,0,2012-06-04T03:20:04Z
A Song of Ice and Fire,15973009,2012-06-03T03:56:32Z
A Song of Ice and Fire,0,2012-06-03T00:22:11Z
A Song of Ice and Fire,6294859,2012-06-02T22:36:08Z
A Song of Ice and Fire,0,2012-06-02T20:00:14Z
A Song of Ice and Fire,2943446,2012-06-02T08:13:08Z
A Song of Ice and Fire,0,2012-05-30T23:42:55Z
A Song of Ice and Fire,0,2012-05-30T23:41:53Z
A Song of Ice and Fire,13843878,2012-05-30T12:48:11Z
A Song of Ice and Fire,0,2012-05-30T12:31:12Z
A Song of Ice and Fire,925588,2012-05-28T20:38:04Z
A Song of Ice and Fire,925588,2012-05-28T20:27:15Z
A Song of Ice and Fire,0,2012-05-28T11:26:04Z
A Song of Ice and Fire,0,2012-05-27T15:47:06Z
A Song of Ice and Fire,4358889,2012-05-27T14:05:02Z
A Song of Ice and Fire,0,2012-05-27T06:21:59Z
A Song of Ice and Fire,0,2012-05-27T00:53:27Z
A Song of Ice and Fire,0,2012-05-26T21:25:55Z
A Song of Ice and Fire,0,2012-05-26T21:25:07Z
A Song of Ice and Fire,7325046,2012-05-26T17:55:08Z
A Song of Ice and Fire,4358889,2012-05-25T20:38:27Z
A Song of Ice and Fire,0,2012-05-25T19:59:39Z
A Song of Ice and Fire,0,2012-05-25T17:11:05Z
A Song of Ice and Fire,6294859,2012-05-25T15:22:21Z
A Song of Ice and Fire,2156218,2012-05-25T03:31:43Z
A Song of Ice and Fire,359256,2012-05-23T21:59:30Z
A Song of Ice and Fire,0,2012-05-23T20:26:42Z
A Song of Ice and Fire,0,2012-05-23T16:22:49Z
A Song of Ice and Fire,0,2012-05-23T16:21:57Z
A Song of Ice and Fire,15973009,2012-05-22T02:19:28Z
A Song of Ice and Fire,0,2012-05-22T02:15:18Z
A Song of Ice and Fire,0,2012-05-22T02:13:37Z
A Song of Ice and Fire,2659539,2012-05-21T18:28:36Z
A Song of Ice and Fire,14561324,2012-05-20T16:47:54Z
A Song of Ice and Fire,16842287,2012-05-18T16:08:17Z
A Song of Ice and Fire,0,2012-05-15T06:36:50Z
A Song of Ice and Fire,1152308,2012-05-14T05:51:24Z
A Song of Ice and Fire,0,2012-05-12T04:12:43Z
A Song of Ice and Fire,0,2012-05-11T12:45:26Z
A Song of Ice and Fire,0,2012-05-10T14:03:14Z
A Song of Ice and Fire,16755011,2012-05-08T17:28:20Z
A Song of Ice and Fire,2943446,2012-05-07T09:40:36Z
A Song of Ice and Fire,7903804,2012-05-07T08:44:29Z
A Song of Ice and Fire,2943446,2012-05-05T17:47:02Z
A Song of Ice and Fire,15041510,2012-05-05T17:05:27Z
A Song of Ice and Fire,2943446,2012-05-05T08:49:28Z
A Song of Ice and Fire,2943446,2012-05-05T08:28:30Z
A Song of Ice and Fire,2943446,2012-05-04T15:45:07Z
A Song of Ice and Fire,56403,2012-05-02T20:10:39Z
A Song of Ice and Fire,0,2012-05-01T21:12:08Z
A Song of Ice and Fire,8222692,2012-05-01T09:28:31Z
A Song of Ice and Fire,16744790,2012-05-01T09:19:55Z
A Song of Ice and Fire,0,2012-04-29T10:26:06Z
A Song of Ice and Fire,0,2012-04-27T04:12:21Z
A Song of Ice and Fire,7320905,2012-04-25T22:20:06Z
A Song of Ice and Fire,0,2012-04-24T02:54:34Z
A Song of Ice and Fire,7411880,2012-04-24T02:40:30Z
A Song of Ice and Fire,0,2012-04-24T01:18:25Z
A Song of Ice and Fire,7411880,2012-04-24T00:42:33Z
A Song of Ice and Fire,7320905,2012-04-23T21:03:32Z
A Song of Ice and Fire,2943446,2012-04-20T18:01:25Z
A Song of Ice and Fire,12660432,2012-04-20T15:08:34Z
A Song of Ice and Fire,2943446,2012-04-20T07:57:27Z
A Song of Ice and Fire,2943446,2012-04-19T14:09:38Z
A Song of Ice and Fire,2943446,2012-04-19T14:03:40Z
A Song of Ice and Fire,6917606,2012-04-18T23:43:59Z
A Song of Ice and Fire,0,2012-04-17T15:15:00Z
A Song of Ice and Fire,0,2012-04-17T15:13:57Z
A Song of Ice and Fire,2943446,2012-04-17T12:40:14Z
A Song of Ice and Fire,2943446,2012-04-17T12:03:01Z
A Song of Ice and Fire,2943446,2012-04-16T07:38:27Z
A Song of Ice and Fire,13286072,2012-04-15T18:26:57Z
A Song of Ice and Fire,16651118,2012-04-15T18:26:39Z
A Song of Ice and Fire,0,2012-04-14T21:19:37Z
A Song of Ice and Fire,0,2012-04-14T02:44:33Z
A Song of Ice and Fire,2943446,2012-04-12T07:21:19Z
A Song of Ice and Fire,2943446,2012-04-11T16:39:40Z
A Song of Ice and Fire,2943446,2012-04-11T07:16:11Z
A Song of Ice and Fire,2943446,2012-04-11T06:50:57Z
A Song of Ice and Fire,0,2012-04-11T02:13:00Z
A Song of Ice and Fire,0,2012-04-10T23:33:08Z
A Song of Ice and Fire,7065346,2012-04-10T21:25:26Z
A Song of Ice and Fire,0,2012-04-09T20:45:55Z
A Song of Ice and Fire,13233044,2012-04-09T18:58:15Z
A Song of Ice and Fire,0,2012-04-09T18:56:08Z
A Song of Ice and Fire,15973009,2012-04-09T14:00:23Z
A Song of Ice and Fire,0,2012-04-09T13:46:42Z
A Song of Ice and Fire,0,2012-04-09T13:16:27Z
A Song of Ice and Fire,2943446,2012-04-09T10:14:15Z
A Song of Ice and Fire,1124632,2012-04-09T07:27:23Z
A Song of Ice and Fire,3012565,2012-04-09T03:15:44Z
A Song of Ice and Fire,2943446,2012-04-08T16:48:46Z
A Song of Ice and Fire,2943446,2012-04-08T15:36:33Z
A Song of Ice and Fire,2943446,2012-04-08T14:58:36Z
A Song of Ice and Fire,2943446,2012-04-08T13:19:02Z
A Song of Ice and Fire,2943446,2012-04-08T10:10:57Z
A Song of Ice and Fire,0,2012-04-08T06:31:45Z
A Song of Ice and Fire,2943446,2012-04-07T18:20:18Z
A Song of Ice and Fire,2943446,2012-04-07T16:23:55Z
A Song of Ice and Fire,2943446,2012-04-07T15:55:45Z
A Song of Ice and Fire,2943446,2012-04-07T15:09:07Z
A Song of Ice and Fire,7480926,2012-04-06T20:28:03Z
A Song of Ice and Fire,7480926,2012-04-06T19:59:41Z
A Song of Ice and Fire,2398297,2012-04-06T14:43:28Z
A Song of Ice and Fire,0,2012-04-06T01:24:49Z
A Song of Ice and Fire,0,2012-04-06T00:46:14Z
A Song of Ice and Fire,0,2012-04-06T00:44:34Z
A Song of Ice and Fire,0,2012-04-06T00:41:04Z
A Song of Ice and Fire,0,2012-04-06T00:40:18Z
A Song of Ice and Fire,0,2012-04-05T22:11:39Z
A Song of Ice and Fire,0,2012-04-05T13:33:18Z
A Song of Ice and Fire,2943446,2012-04-05T09:43:29Z
A Song of Ice and Fire,13233044,2012-04-04T20:47:44Z
A Song of Ice and Fire,2943446,2012-04-04T19:56:37Z
A Song of Ice and Fire,2943446,2012-04-04T15:35:34Z
A Song of Ice and Fire,2943446,2012-04-04T13:31:59Z
A Song of Ice and Fire,1434935,2012-04-04T06:20:11Z
A Song of Ice and Fire,2943446,2012-04-03T20:30:56Z
A Song of Ice and Fire,11292982,2012-04-03T19:23:55Z
A Song of Ice and Fire,2943446,2012-04-02T14:35:10Z
A Song of Ice and Fire,0,2012-04-02T13:48:50Z
A Song of Ice and Fire,0,2012-04-02T13:47:55Z
A Song of Ice and Fire,0,2012-04-02T08:19:21Z
A Song of Ice and Fire,2943446,2012-04-02T08:11:52Z
A Song of Ice and Fire,2943446,2012-04-02T07:28:17Z
A Song of Ice and Fire,0,2012-04-02T02:07:30Z
A Song of Ice and Fire,0,2012-04-02T01:32:09Z
A Song of Ice and Fire,0,2012-04-01T23:28:25Z
A Song of Ice and Fire,0,2012-04-01T23:25:04Z
A Song of Ice and Fire,0,2012-04-01T23:20:40Z
A Song of Ice and Fire,2943446,2012-04-01T17:34:38Z
A Song of Ice and Fire,2943446,2012-04-01T16:19:51Z
A Song of Ice and Fire,0,2012-04-01T14:58:22Z
A Song of Ice and Fire,2943446,2012-04-01T13:33:52Z
A Song of Ice and Fire,2943446,2012-04-01T11:32:39Z
A Song of Ice and Fire,2943446,2012-04-01T10:22:23Z
A Song of Ice and Fire,429625,2012-04-01T09:07:55Z
A Song of Ice and Fire,0,2012-03-31T18:40:58Z
A Song of Ice and Fire,0,2012-03-31T17:38:04Z
A Song of Ice and Fire,0,2012-03-31T17:35:24Z
A Song of Ice and Fire,0,2012-03-31T15:29:12Z
A Song of Ice and Fire,0,2012-03-31T01:44:41Z
A Song of Ice and Fire,0,2012-03-30T07:52:06Z
A Song of Ice and Fire,0,2012-03-29T23:03:57Z
A Song of Ice and Fire,2943446,2012-03-28T21:37:23Z
A Song of Ice and Fire,2943446,2012-03-27T11:32:45Z
A Song of Ice and Fire,16544685,2012-03-26T19:20:44Z
A Song of Ice and Fire,9892229,2012-03-26T13:24:03Z
A Song of Ice and Fire,2943446,2012-03-25T13:51:10Z
A Song of Ice and Fire,2943446,2012-03-24T18:26:06Z
A Song of Ice and Fire,735741,2012-03-23T20:36:16Z
A Song of Ice and Fire,11249983,2012-03-21T23:18:32Z
A Song of Ice and Fire,2943446,2012-03-21T13:55:07Z
A Song of Ice and Fire,2943446,2012-03-21T13:43:11Z
A Song of Ice and Fire,2943446,2012-03-20T13:36:03Z
A Song of Ice and Fire,2943446,2012-03-20T12:09:27Z
A Song of Ice and Fire,7328338,2012-03-19T20:55:53Z
A Song of Ice and Fire,7320905,2012-03-19T12:56:39Z
A Song of Ice and Fire,219215,2012-03-18T03:41:00Z
A Song of Ice and Fire,1067877,2012-03-17T00:46:05Z
A Song of Ice and Fire,0,2012-03-16T12:53:24Z
A Song of Ice and Fire,0,2012-03-16T11:53:05Z
A Song of Ice and Fire,0,2012-03-15T05:07:07Z
A Song of Ice and Fire,0,2012-03-14T22:48:56Z
A Song of Ice and Fire,13286072,2012-03-14T20:33:41Z
A Song of Ice and Fire,0,2012-03-14T20:33:27Z
A Song of Ice and Fire,15371854,2012-03-14T13:06:06Z
A Song of Ice and Fire,0,2012-03-11T16:00:29Z
A Song of Ice and Fire,0,2012-03-11T15:32:27Z
A Song of Ice and Fire,2943446,2012-03-10T19:06:35Z
A Song of Ice and Fire,11292982,2012-03-10T14:14:47Z
A Song of Ice and Fire,7328338,2012-03-09T10:55:50Z
A Song of Ice and Fire,0,2012-03-09T01:56:37Z
A Song of Ice and Fire,2943446,2012-03-08T12:29:11Z
