page title,userid,timestamp
A Song of Ice and Fire,0,2012-03-08T06:24:35Z
A Song of Ice and Fire,0,2012-03-08T06:11:40Z
A Song of Ice and Fire,0,2012-03-08T00:50:45Z
A Song of Ice and Fire,0,2012-03-08T00:49:54Z
A Song of Ice and Fire,0,2012-03-07T03:28:32Z
A Song of Ice and Fire,0,2012-03-07T03:27:20Z
A Song of Ice and Fire,204692,2012-03-06T23:49:35Z
A Song of Ice and Fire,0,2012-03-06T19:09:56Z
A Song of Ice and Fire,2943446,2012-03-06T14:39:53Z
A Song of Ice and Fire,452185,2012-03-06T12:30:50Z
A Song of Ice and Fire,2943446,2012-03-05T08:02:43Z
A Song of Ice and Fire,2943446,2012-03-04T18:06:49Z
A Song of Ice and Fire,2943446,2012-03-04T16:44:42Z
A Song of Ice and Fire,2943446,2012-03-04T14:12:26Z
A Song of Ice and Fire,2943446,2012-03-04T13:56:09Z
A Song of Ice and Fire,2943446,2012-03-04T11:16:41Z
A Song of Ice and Fire,2943446,2012-03-04T08:58:30Z
A Song of Ice and Fire,0,2012-03-03T23:19:05Z
A Song of Ice and Fire,11836433,2012-03-03T22:39:35Z
A Song of Ice and Fire,11969601,2012-03-03T21:37:08Z
A Song of Ice and Fire,14392651,2012-03-01T23:54:22Z
A Song of Ice and Fire,0,2012-03-01T18:27:22Z
A Song of Ice and Fire,0,2012-03-01T17:52:26Z
A Song of Ice and Fire,16061675,2012-03-01T08:51:47Z
A Song of Ice and Fire,16061675,2012-03-01T08:50:47Z
A Song of Ice and Fire,2943446,2012-02-28T21:39:28Z
A Song of Ice and Fire,2943446,2012-02-28T21:14:03Z
A Song of Ice and Fire,7611264,2012-02-28T11:24:40Z
A Song of Ice and Fire,2943446,2012-02-28T11:03:55Z
A Song of Ice and Fire,13176174,2012-02-28T06:55:51Z
A Song of Ice and Fire,13848841,2012-02-27T23:33:39Z
A Song of Ice and Fire,2943446,2012-02-27T16:51:28Z
A Song of Ice and Fire,0,2012-02-27T16:21:18Z
A Song of Ice and Fire,2943446,2012-02-27T12:06:18Z
A Song of Ice and Fire,2943446,2012-02-27T10:11:52Z
A Song of Ice and Fire,2943446,2012-02-27T09:52:57Z
A Song of Ice and Fire,2943446,2012-02-27T09:38:34Z
A Song of Ice and Fire,2943446,2012-02-27T09:21:48Z
A Song of Ice and Fire,0,2012-02-25T23:21:23Z
A Song of Ice and Fire,0,2012-02-25T22:12:43Z
A Song of Ice and Fire,2943446,2012-02-25T19:00:03Z
A Song of Ice and Fire,2943446,2012-02-24T11:54:50Z
A Song of Ice and Fire,2943446,2012-02-24T09:40:36Z
A Song of Ice and Fire,3248527,2012-02-23T23:40:13Z
A Song of Ice and Fire,2943446,2012-02-22T21:37:39Z
A Song of Ice and Fire,2943446,2012-02-22T09:09:32Z
A Song of Ice and Fire,0,2012-02-21T23:30:01Z
A Song of Ice and Fire,0,2012-02-21T12:01:54Z
A Song of Ice and Fire,2943446,2012-02-21T11:32:20Z
A Song of Ice and Fire,13848841,2012-02-21T02:52:36Z
A Song of Ice and Fire,2943446,2012-02-20T17:16:07Z
A Song of Ice and Fire,2943446,2012-02-20T16:08:55Z
A Song of Ice and Fire,0,2012-02-20T15:40:04Z
A Song of Ice and Fire,0,2012-02-20T15:36:44Z
A Song of Ice and Fire,2943446,2012-02-20T08:58:07Z
A Song of Ice and Fire,2943446,2012-02-20T08:55:25Z
A Song of Ice and Fire,0,2012-02-19T23:22:03Z
A Song of Ice and Fire,2943446,2012-02-19T16:55:33Z
A Song of Ice and Fire,2943446,2012-02-19T15:09:13Z
A Song of Ice and Fire,0,2012-02-19T14:55:21Z
A Song of Ice and Fire,13286072,2012-02-18T18:20:37Z
A Song of Ice and Fire,0,2012-02-18T18:20:22Z
A Song of Ice and Fire,2943446,2012-02-18T18:07:26Z
A Song of Ice and Fire,2943446,2012-02-18T16:07:47Z
A Song of Ice and Fire,2943446,2012-02-18T13:51:30Z
A Song of Ice and Fire,359256,2012-02-17T18:09:11Z
A Song of Ice and Fire,359256,2012-02-17T18:00:12Z
A Song of Ice and Fire,359256,2012-02-17T17:55:07Z
A Song of Ice and Fire,359256,2012-02-17T17:50:16Z
A Song of Ice and Fire,359256,2012-02-17T17:46:28Z
A Song of Ice and Fire,0,2012-02-16T22:35:07Z
A Song of Ice and Fire,0,2012-02-16T21:45:22Z
A Song of Ice and Fire,0,2012-02-16T06:12:01Z
A Song of Ice and Fire,2943446,2012-02-14T15:52:35Z
A Song of Ice and Fire,2943446,2012-02-14T15:03:15Z
A Song of Ice and Fire,2943446,2012-02-14T13:13:05Z
A Song of Ice and Fire,2943446,2012-02-13T18:45:17Z
A Song of Ice and Fire,2943446,2012-02-13T18:07:25Z
A Song of Ice and Fire,2943446,2012-02-13T18:02:01Z
A Song of Ice and Fire,2943446,2012-02-13T17:22:09Z
A Song of Ice and Fire,2943446,2012-02-13T12:58:08Z
A Song of Ice and Fire,2943446,2012-02-13T09:04:05Z
A Song of Ice and Fire,0,2012-02-13T06:03:12Z
A Song of Ice and Fire,0,2012-02-13T05:55:46Z
A Song of Ice and Fire,0,2012-02-12T22:51:51Z
A Song of Ice and Fire,0,2012-02-12T22:47:03Z
A Song of Ice and Fire,0,2012-02-12T22:42:16Z
A Song of Ice and Fire,6277327,2012-02-12T20:39:42Z
A Song of Ice and Fire,359256,2012-02-12T19:32:08Z
A Song of Ice and Fire,2943446,2012-02-12T16:58:29Z
A Song of Ice and Fire,2943446,2012-02-12T13:40:27Z
A Song of Ice and Fire,2943446,2012-02-12T13:00:14Z
A Song of Ice and Fire,2943446,2012-02-12T09:55:58Z
A Song of Ice and Fire,2943446,2012-02-11T17:00:27Z
A Song of Ice and Fire,0,2012-02-11T00:49:22Z
A Song of Ice and Fire,16272291,2012-02-10T22:41:05Z
A Song of Ice and Fire,2943446,2012-02-10T19:00:37Z
A Song of Ice and Fire,2943446,2012-02-10T14:30:22Z
A Song of Ice and Fire,2943446,2012-02-10T12:49:18Z
A Song of Ice and Fire,0,2012-02-10T01:14:32Z
A Song of Ice and Fire,2943446,2012-02-09T18:32:47Z
A Song of Ice and Fire,2943446,2012-02-09T12:52:50Z
A Song of Ice and Fire,9612106,2012-02-08T20:42:01Z
A Song of Ice and Fire,2943446,2012-02-08T13:15:25Z
A Song of Ice and Fire,2943446,2012-02-08T07:45:33Z
A Song of Ice and Fire,0,2012-02-08T00:19:59Z
A Song of Ice and Fire,0,2012-02-07T23:54:30Z
A Song of Ice and Fire,853207,2012-02-07T16:52:55Z
A Song of Ice and Fire,853207,2012-02-07T16:51:34Z
A Song of Ice and Fire,7611264,2012-02-07T16:50:02Z
A Song of Ice and Fire,2943446,2012-02-07T16:30:51Z
A Song of Ice and Fire,2943446,2012-02-07T14:57:56Z
A Song of Ice and Fire,2943446,2012-02-07T09:23:01Z
A Song of Ice and Fire,0,2012-02-07T03:32:44Z
A Song of Ice and Fire,0,2012-02-07T03:19:59Z
A Song of Ice and Fire,2943446,2012-02-06T18:28:20Z
A Song of Ice and Fire,2943446,2012-02-06T14:02:59Z
A Song of Ice and Fire,2943446,2012-02-06T12:52:34Z
A Song of Ice and Fire,2943446,2012-02-06T10:24:48Z
A Song of Ice and Fire,2943446,2012-02-06T10:12:15Z
A Song of Ice and Fire,2943446,2012-02-06T09:34:50Z
A Song of Ice and Fire,2943446,2012-02-05T18:28:11Z
A Song of Ice and Fire,2943446,2012-02-05T16:55:38Z
A Song of Ice and Fire,2943446,2012-02-05T16:01:12Z
A Song of Ice and Fire,2943446,2012-02-05T15:24:48Z
A Song of Ice and Fire,2943446,2012-02-05T14:34:37Z
A Song of Ice and Fire,9892229,2012-02-05T14:16:01Z
A Song of Ice and Fire,2943446,2012-02-05T11:05:23Z
A Song of Ice and Fire,2943446,2012-02-05T10:10:22Z
A Song of Ice and Fire,2943446,2012-02-05T00:40:35Z
A Song of Ice and Fire,2943446,2012-02-05T00:34:38Z
A Song of Ice and Fire,0,2012-02-04T22:33:36Z
A Song of Ice and Fire,2943446,2012-02-04T19:21:20Z
A Song of Ice and Fire,2943446,2012-02-04T18:25:55Z
A Song of Ice and Fire,2943446,2012-02-04T18:04:08Z
A Song of Ice and Fire,2943446,2012-02-04T17:34:12Z
A Song of Ice and Fire,2943446,2012-02-04T16:46:51Z
A Song of Ice and Fire,2943446,2012-02-04T14:28:40Z
A Song of Ice and Fire,2943446,2012-02-04T13:30:53Z
A Song of Ice and Fire,2943446,2012-02-04T12:01:31Z
A Song of Ice and Fire,2943446,2012-02-04T11:09:59Z
A Song of Ice and Fire,0,2012-02-04T09:28:56Z
A Song of Ice and Fire,0,2012-02-04T09:21:31Z
A Song of Ice and Fire,0,2012-02-04T09:18:35Z
A Song of Ice and Fire,0,2012-02-04T09:09:47Z
A Song of Ice and Fire,0,2012-02-03T19:41:57Z
A Song of Ice and Fire,0,2012-02-03T19:40:09Z
A Song of Ice and Fire,0,2012-02-03T19:38:25Z
A Song of Ice and Fire,0,2012-02-03T19:37:04Z
A Song of Ice and Fire,0,2012-02-03T19:35:02Z
A Song of Ice and Fire,2943446,2012-02-03T14:06:32Z
A Song of Ice and Fire,7611264,2012-02-03T13:59:02Z
A Song of Ice and Fire,2943446,2012-02-03T13:40:41Z
A Song of Ice and Fire,0,2012-02-01T23:04:47Z
A Song of Ice and Fire,13659222,2012-02-01T02:53:51Z
A Song of Ice and Fire,15925713,2012-02-01T01:14:41Z
A Song of Ice and Fire,734297,2012-01-30T13:48:27Z
A Song of Ice and Fire,13659222,2012-01-28T18:52:40Z
A Song of Ice and Fire,0,2012-01-28T09:55:57Z
A Song of Ice and Fire,0,2012-01-28T09:53:28Z
A Song of Ice and Fire,0,2012-01-28T09:52:56Z
A Song of Ice and Fire,429625,2012-01-24T14:48:53Z
A Song of Ice and Fire,4358889,2012-01-24T14:32:55Z
A Song of Ice and Fire,0,2012-01-24T05:40:17Z
A Song of Ice and Fire,1593792,2012-01-23T17:18:46Z
A Song of Ice and Fire,0,2012-01-23T17:07:20Z
A Song of Ice and Fire,0,2012-01-23T17:05:15Z
A Song of Ice and Fire,0,2012-01-23T17:04:44Z
A Song of Ice and Fire,0,2012-01-23T17:03:17Z
A Song of Ice and Fire,0,2012-01-23T17:02:22Z
A Song of Ice and Fire,13659222,2012-01-22T01:11:37Z
A Song of Ice and Fire,9068113,2012-01-19T22:01:41Z
A Song of Ice and Fire,9056972,2012-01-17T17:43:46Z
A Song of Ice and Fire,0,2012-01-16T04:30:08Z
A Song of Ice and Fire,0,2012-01-12T13:52:01Z
A Song of Ice and Fire,0,2012-01-12T13:50:50Z
A Song of Ice and Fire,12422117,2012-01-09T16:56:08Z
A Song of Ice and Fire,11902418,2012-01-06T00:11:14Z
A Song of Ice and Fire,11902418,2012-01-06T00:07:59Z
A Song of Ice and Fire,0,2012-01-05T01:49:17Z
A Song of Ice and Fire,0,2011-12-28T21:26:36Z
A Song of Ice and Fire,0,2011-12-28T21:24:55Z
A Song of Ice and Fire,0,2011-12-26T20:09:19Z
A Song of Ice and Fire,0,2011-12-23T00:00:55Z
A Song of Ice and Fire,0,2011-12-22T21:03:50Z
A Song of Ice and Fire,0,2011-12-21T01:46:08Z
A Song of Ice and Fire,4628406,2011-12-19T03:19:30Z
A Song of Ice and Fire,0,2011-12-18T06:19:14Z
A Song of Ice and Fire,4625925,2011-12-13T23:02:44Z
A Song of Ice and Fire,0,2011-12-13T18:36:26Z
A Song of Ice and Fire,0,2011-12-12T14:39:25Z
A Song of Ice and Fire,0,2011-12-12T11:45:59Z
A Song of Ice and Fire,0,2011-12-07T17:30:15Z
A Song of Ice and Fire,2359527,2011-12-06T23:43:58Z
A Song of Ice and Fire,0,2011-12-06T23:43:14Z
A Song of Ice and Fire,8222692,2011-12-06T23:42:22Z
A Song of Ice and Fire,0,2011-12-06T23:41:46Z
A Song of Ice and Fire,0,2011-12-06T23:40:30Z
A Song of Ice and Fire,0,2011-12-06T16:44:09Z
A Song of Ice and Fire,194203,2011-12-05T07:26:52Z
A Song of Ice and Fire,194203,2011-12-05T07:26:35Z
A Song of Ice and Fire,194203,2011-12-05T07:26:19Z
A Song of Ice and Fire,0,2011-12-01T08:17:55Z
A Song of Ice and Fire,0,2011-12-01T00:48:16Z
A Song of Ice and Fire,2943446,2011-11-27T19:44:18Z
A Song of Ice and Fire,2943446,2011-11-27T19:34:49Z
A Song of Ice and Fire,2943446,2011-11-27T19:01:42Z
A Song of Ice and Fire,2943446,2011-11-27T18:47:57Z
A Song of Ice and Fire,1152308,2011-11-25T20:56:27Z
A Song of Ice and Fire,0,2011-11-25T18:40:13Z
A Song of Ice and Fire,0,2011-11-25T18:33:24Z
A Song of Ice and Fire,9021902,2011-11-23T00:17:36Z
A Song of Ice and Fire,4358889,2011-11-17T21:29:47Z
A Song of Ice and Fire,0,2011-11-17T19:37:43Z
A Song of Ice and Fire,0,2011-11-16T17:55:08Z
A Song of Ice and Fire,1495172,2011-11-10T19:06:50Z
A Song of Ice and Fire,0,2011-11-10T19:03:21Z
A Song of Ice and Fire,0,2011-11-09T17:43:15Z
A Song of Ice and Fire,0,2011-11-09T09:43:27Z
A Song of Ice and Fire,0,2011-11-07T06:26:35Z
A Song of Ice and Fire,14196545,2011-11-07T02:39:13Z
A Song of Ice and Fire,15654860,2011-11-03T11:26:43Z
A Song of Ice and Fire,0,2011-11-03T02:16:22Z
A Song of Ice and Fire,0,2011-11-02T07:33:21Z
A Song of Ice and Fire,0,2011-11-02T00:26:27Z
A Song of Ice and Fire,0,2011-11-01T18:34:29Z
A Song of Ice and Fire,0,2011-10-31T11:45:01Z
A Song of Ice and Fire,0,2011-10-28T23:06:21Z
A Song of Ice and Fire,0,2011-10-27T01:42:24Z
A Song of Ice and Fire,7168204,2011-10-25T21:07:20Z
A Song of Ice and Fire,7168204,2011-10-25T21:05:49Z
A Song of Ice and Fire,14204719,2011-10-22T16:17:43Z
A Song of Ice and Fire,0,2011-10-18T04:15:18Z
A Song of Ice and Fire,0,2011-10-17T04:54:39Z
A Song of Ice and Fire,82835,2011-10-14T17:33:33Z
A Song of Ice and Fire,118799,2011-10-14T04:52:07Z
A Song of Ice and Fire,118799,2011-10-14T04:51:47Z
A Song of Ice and Fire,0,2011-10-12T02:09:29Z
A Song of Ice and Fire,13585768,2011-10-11T08:21:09Z
A Song of Ice and Fire,0,2011-10-11T04:11:21Z
A Song of Ice and Fire,0,2011-10-06T13:56:39Z
A Song of Ice and Fire,359256,2011-10-01T14:59:37Z
A Song of Ice and Fire,11292982,2011-09-30T13:02:11Z
A Song of Ice and Fire,9021902,2011-09-30T09:21:10Z
A Song of Ice and Fire,6917606,2011-09-24T17:56:58Z
A Song of Ice and Fire,1593792,2011-09-20T00:22:33Z
A Song of Ice and Fire,6657615,2011-09-19T22:46:33Z
A Song of Ice and Fire,6657615,2011-09-19T21:54:52Z
A Song of Ice and Fire,0,2011-09-19T21:48:17Z
A Song of Ice and Fire,0,2011-09-19T21:43:50Z
A Song of Ice and Fire,0,2011-09-19T21:41:09Z
A Song of Ice and Fire,115776,2011-09-18T03:01:58Z
A Song of Ice and Fire,6657615,2011-09-17T09:17:24Z
A Song of Ice and Fire,87591,2011-09-17T08:47:21Z
A Song of Ice and Fire,0,2011-09-17T08:37:28Z
A Song of Ice and Fire,87591,2011-09-17T05:57:25Z
A Song of Ice and Fire,87591,2011-09-17T05:56:35Z
A Song of Ice and Fire,0,2011-09-17T04:27:36Z
A Song of Ice and Fire,87591,2011-09-17T04:02:03Z
A Song of Ice and Fire,0,2011-09-17T03:24:41Z
A Song of Ice and Fire,87591,2011-09-16T22:35:43Z
A Song of Ice and Fire,0,2011-09-16T21:10:57Z
A Song of Ice and Fire,6657615,2011-09-16T20:44:50Z
A Song of Ice and Fire,0,2011-09-16T20:32:15Z
A Song of Ice and Fire,1098639,2011-09-15T19:27:37Z
A Song of Ice and Fire,0,2011-09-15T19:15:16Z
A Song of Ice and Fire,282514,2011-09-13T16:05:43Z
A Song of Ice and Fire,0,2011-09-13T15:17:44Z
A Song of Ice and Fire,15118768,2011-09-08T14:16:27Z
A Song of Ice and Fire,1011889,2011-09-08T01:39:38Z
A Song of Ice and Fire,0,2011-09-08T01:25:21Z
A Song of Ice and Fire,6774658,2011-09-06T18:38:44Z
A Song of Ice and Fire,0,2011-09-06T18:33:57Z
A Song of Ice and Fire,1624485,2011-09-06T01:54:41Z
A Song of Ice and Fire,2353815,2011-09-06T01:35:23Z
A Song of Ice and Fire,2353815,2011-09-06T01:33:53Z
A Song of Ice and Fire,0,2011-09-05T07:28:03Z
A Song of Ice and Fire,4358889,2011-09-03T14:41:18Z
A Song of Ice and Fire,0,2011-09-03T09:06:12Z
A Song of Ice and Fire,0,2011-08-27T00:42:02Z
A Song of Ice and Fire,2943446,2011-08-26T11:21:39Z
A Song of Ice and Fire,14785433,2011-08-26T09:43:45Z
A Song of Ice and Fire,19877,2011-08-26T07:19:16Z
A Song of Ice and Fire,19877,2011-08-26T07:14:08Z
A Song of Ice and Fire,16710,2011-08-18T03:19:30Z
A Song of Ice and Fire,11555324,2011-08-16T23:24:15Z
A Song of Ice and Fire,11555324,2011-08-16T23:22:10Z
A Song of Ice and Fire,11555324,2011-08-16T23:21:00Z
A Song of Ice and Fire,203434,2011-08-16T20:48:25Z
A Song of Ice and Fire,359256,2011-08-13T12:53:55Z
A Song of Ice and Fire,301395,2011-08-13T02:21:12Z
A Song of Ice and Fire,0,2011-08-13T02:18:33Z
A Song of Ice and Fire,221276,2011-08-12T17:33:32Z
A Song of Ice and Fire,359256,2011-08-12T07:21:43Z
A Song of Ice and Fire,0,2011-08-11T22:34:59Z
A Song of Ice and Fire,7147835,2011-08-10T20:41:52Z
A Song of Ice and Fire,7320905,2011-08-08T22:42:50Z
A Song of Ice and Fire,0,2011-08-07T11:49:09Z
A Song of Ice and Fire,0,2011-08-06T11:45:20Z
A Song of Ice and Fire,0,2011-08-06T09:23:30Z
A Song of Ice and Fire,0,2011-08-05T17:43:19Z
A Song of Ice and Fire,0,2011-08-02T09:53:19Z
A Song of Ice and Fire,0,2011-08-02T03:32:02Z
A Song of Ice and Fire,7689126,2011-08-01T09:30:25Z
A Song of Ice and Fire,0,2011-08-01T08:38:41Z
A Song of Ice and Fire,0,2011-07-31T14:45:53Z
A Song of Ice and Fire,0,2011-07-29T16:45:27Z
A Song of Ice and Fire,0,2011-07-29T10:46:00Z
A Song of Ice and Fire,0,2011-07-29T10:13:13Z
A Song of Ice and Fire,5517884,2011-07-29T02:33:32Z
A Song of Ice and Fire,7301926,2011-07-28T23:14:50Z
A Song of Ice and Fire,0,2011-07-28T18:22:04Z
A Song of Ice and Fire,7689126,2011-07-28T14:25:52Z
A Song of Ice and Fire,7689126,2011-07-28T14:22:01Z
A Song of Ice and Fire,7689126,2011-07-28T14:16:55Z
A Song of Ice and Fire,14930398,2011-07-26T09:50:35Z
A Song of Ice and Fire,14930398,2011-07-26T09:49:45Z
A Song of Ice and Fire,0,2011-07-25T18:50:51Z
A Song of Ice and Fire,0,2011-07-25T18:31:58Z
A Song of Ice and Fire,0,2011-07-25T18:30:51Z
A Song of Ice and Fire,0,2011-07-25T18:29:39Z
A Song of Ice and Fire,0,2011-07-25T18:28:14Z
A Song of Ice and Fire,2943446,2011-07-25T17:43:15Z
A Song of Ice and Fire,4358889,2011-07-25T16:29:55Z
A Song of Ice and Fire,0,2011-07-25T15:25:13Z
A Song of Ice and Fire,0,2011-07-25T00:30:55Z
A Song of Ice and Fire,15005967,2011-07-24T20:53:38Z
A Song of Ice and Fire,12039949,2011-07-22T22:33:59Z
A Song of Ice and Fire,429625,2011-07-22T18:21:57Z
A Song of Ice and Fire,14993653,2011-07-22T18:18:32Z
A Song of Ice and Fire,0,2011-07-22T12:30:38Z
A Song of Ice and Fire,0,2011-07-22T12:25:48Z
A Song of Ice and Fire,0,2011-07-21T21:23:34Z
A Song of Ice and Fire,7328338,2011-07-21T16:34:31Z
A Song of Ice and Fire,271043,2011-07-21T00:56:24Z
A Song of Ice and Fire,0,2011-07-20T22:16:42Z
A Song of Ice and Fire,0,2011-07-20T01:24:31Z
A Song of Ice and Fire,0,2011-07-20T00:00:29Z
A Song of Ice and Fire,0,2011-07-19T15:11:54Z
A Song of Ice and Fire,0,2011-07-19T05:01:16Z
A Song of Ice and Fire,0,2011-07-18T22:44:50Z
A Song of Ice and Fire,0,2011-07-18T22:40:14Z
A Song of Ice and Fire,4358889,2011-07-18T01:31:57Z
A Song of Ice and Fire,0,2011-07-18T00:38:39Z
A Song of Ice and Fire,0,2011-07-17T23:55:43Z
A Song of Ice and Fire,0,2011-07-17T11:13:50Z
A Song of Ice and Fire,0,2011-07-17T11:11:41Z
A Song of Ice and Fire,0,2011-07-13T06:35:44Z
A Song of Ice and Fire,0,2011-07-13T01:29:07Z
A Song of Ice and Fire,0,2011-07-12T23:48:46Z
A Song of Ice and Fire,0,2011-07-12T22:15:10Z
A Song of Ice and Fire,1046455,2011-07-12T19:23:07Z
A Song of Ice and Fire,8423413,2011-07-12T17:43:25Z
A Song of Ice and Fire,1046455,2011-07-12T16:05:51Z
A Song of Ice and Fire,0,2011-07-12T15:38:12Z
A Song of Ice and Fire,0,2011-07-12T12:42:30Z
A Song of Ice and Fire,0,2011-07-12T03:34:37Z
A Song of Ice and Fire,3327483,2011-07-11T19:44:24Z
A Song of Ice and Fire,0,2011-07-11T13:56:56Z
A Song of Ice and Fire,0,2011-07-11T13:55:39Z
A Song of Ice and Fire,0,2011-07-11T13:54:38Z
A Song of Ice and Fire,1593792,2011-07-10T20:58:27Z
A Song of Ice and Fire,0,2011-07-10T20:34:29Z
A Song of Ice and Fire,359256,2011-07-10T05:26:39Z
A Song of Ice and Fire,0,2011-07-08T22:59:40Z
A Song of Ice and Fire,0,2011-07-08T15:52:53Z
A Song of Ice and Fire,1593792,2011-07-07T23:59:47Z
A Song of Ice and Fire,0,2011-07-07T23:32:49Z
A Song of Ice and Fire,3836508,2011-07-07T20:25:41Z
A Song of Ice and Fire,14903512,2011-07-07T14:38:49Z
A Song of Ice and Fire,14903512,2011-07-07T14:37:31Z
A Song of Ice and Fire,0,2011-07-07T11:22:10Z
A Song of Ice and Fire,0,2011-07-07T09:08:59Z
A Song of Ice and Fire,0,2011-07-06T22:21:53Z
A Song of Ice and Fire,0,2011-07-06T11:44:14Z
A Song of Ice and Fire,0,2011-07-06T06:36:38Z
A Song of Ice and Fire,0,2011-07-05T19:56:16Z
A Song of Ice and Fire,280787,2011-07-05T09:55:12Z
A Song of Ice and Fire,463669,2011-07-05T03:31:46Z
A Song of Ice and Fire,0,2011-07-04T06:54:18Z
A Song of Ice and Fire,14879065,2011-07-03T11:05:34Z
A Song of Ice and Fire,359256,2011-07-03T06:41:20Z
A Song of Ice and Fire,0,2011-07-01T10:12:53Z
A Song of Ice and Fire,4310825,2011-06-30T10:22:19Z
A Song of Ice and Fire,0,2011-06-30T00:56:13Z
A Song of Ice and Fire,0,2011-06-28T17:13:34Z
A Song of Ice and Fire,87348,2011-06-28T02:32:28Z
A Song of Ice and Fire,0,2011-06-28T02:17:25Z
A Song of Ice and Fire,0,2011-06-26T20:15:25Z
A Song of Ice and Fire,180470,2011-06-25T02:34:37Z
A Song of Ice and Fire,141011,2011-06-24T23:49:19Z
A Song of Ice and Fire,14825244,2011-06-23T22:18:17Z
A Song of Ice and Fire,0,2011-06-23T21:35:17Z
A Song of Ice and Fire,4358889,2011-06-23T21:09:31Z
A Song of Ice and Fire,0,2011-06-23T21:04:38Z
A Song of Ice and Fire,0,2011-06-22T07:53:28Z
A Song of Ice and Fire,0,2011-06-22T07:52:52Z
A Song of Ice and Fire,6657615,2011-06-22T07:02:22Z
A Song of Ice and Fire,0,2011-06-22T06:57:14Z
A Song of Ice and Fire,0,2011-06-21T12:48:18Z
A Song of Ice and Fire,0,2011-06-20T20:44:40Z
A Song of Ice and Fire,0,2011-06-20T20:41:29Z
A Song of Ice and Fire,0,2011-06-20T20:40:25Z
A Song of Ice and Fire,0,2011-06-20T20:39:27Z
A Song of Ice and Fire,4358889,2011-06-20T20:00:01Z
A Song of Ice and Fire,0,2011-06-20T19:03:06Z
A Song of Ice and Fire,0,2011-06-20T18:59:24Z
A Song of Ice and Fire,0,2011-06-20T03:32:47Z
A Song of Ice and Fire,6875001,2011-06-19T12:13:25Z
A Song of Ice and Fire,92694,2011-06-19T05:57:50Z
A Song of Ice and Fire,0,2011-06-18T15:09:24Z
A Song of Ice and Fire,0,2011-06-18T07:57:27Z
A Song of Ice and Fire,0,2011-06-17T21:07:19Z
A Song of Ice and Fire,4358889,2011-06-15T15:18:15Z
A Song of Ice and Fire,0,2011-06-15T13:34:10Z
A Song of Ice and Fire,0,2011-06-14T09:17:55Z
A Song of Ice and Fire,0,2011-06-13T20:52:22Z
A Song of Ice and Fire,11340674,2011-06-13T17:09:07Z
A Song of Ice and Fire,0,2011-06-13T13:47:35Z
A Song of Ice and Fire,4011740,2011-06-13T13:12:32Z
A Song of Ice and Fire,13843878,2011-06-11T07:58:28Z
A Song of Ice and Fire,14748432,2011-06-11T07:45:32Z
A Song of Ice and Fire,0,2011-06-10T11:42:31Z
A Song of Ice and Fire,0,2011-06-09T12:58:10Z
A Song of Ice and Fire,10996774,2011-06-07T19:53:20Z
A Song of Ice and Fire,6657615,2011-06-07T17:07:11Z
A Song of Ice and Fire,13286072,2011-06-07T16:58:59Z
A Song of Ice and Fire,0,2011-06-07T16:58:55Z
A Song of Ice and Fire,0,2011-06-07T05:59:57Z
A Song of Ice and Fire,359256,2011-06-05T21:22:38Z
A Song of Ice and Fire,433328,2011-06-05T21:09:09Z
A Song of Ice and Fire,359256,2011-06-05T21:03:08Z
A Song of Ice and Fire,3665254,2011-06-02T00:19:20Z
A Song of Ice and Fire,0,2011-06-02T00:14:29Z
A Song of Ice and Fire,0,2011-06-01T13:32:24Z
A Song of Ice and Fire,0,2011-05-31T06:09:07Z
A Song of Ice and Fire,0,2011-05-29T00:34:12Z
A Song of Ice and Fire,4358889,2011-05-28T22:07:15Z
A Song of Ice and Fire,597345,2011-05-28T21:08:18Z
A Song of Ice and Fire,0,2011-05-25T12:40:24Z
A Song of Ice and Fire,0,2011-05-23T03:10:00Z
A Song of Ice and Fire,602857,2011-05-21T23:34:41Z
A Song of Ice and Fire,1343284,2011-05-21T23:20:50Z
A Song of Ice and Fire,563447,2011-05-21T11:20:34Z
A Song of Ice and Fire,0,2011-05-21T10:45:53Z
A Song of Ice and Fire,0,2011-05-20T11:41:30Z
A Song of Ice and Fire,0,2011-05-19T19:40:29Z
A Song of Ice and Fire,4018737,2011-05-18T14:04:29Z
A Song of Ice and Fire,10996774,2011-05-18T10:21:48Z
A Song of Ice and Fire,0,2011-05-18T07:32:33Z
A Song of Ice and Fire,8066546,2011-05-17T23:00:52Z
A Song of Ice and Fire,1081894,2011-05-16T19:05:59Z
A Song of Ice and Fire,1593792,2011-05-16T16:52:30Z
A Song of Ice and Fire,0,2011-05-16T10:46:39Z
A Song of Ice and Fire,0,2011-05-12T23:54:20Z
A Song of Ice and Fire,0,2011-05-11T01:37:17Z
A Song of Ice and Fire,0,2011-05-10T19:00:17Z
A Song of Ice and Fire,0,2011-05-10T18:59:18Z
A Song of Ice and Fire,75230,2011-05-07T07:40:05Z
A Song of Ice and Fire,0,2011-05-07T07:20:18Z
A Song of Ice and Fire,5158509,2011-05-07T07:11:22Z
A Song of Ice and Fire,0,2011-05-07T01:12:23Z
A Song of Ice and Fire,0,2011-05-07T01:11:42Z
A Song of Ice and Fire,5158509,2011-05-06T03:58:32Z
A Song of Ice and Fire,5158509,2011-05-06T03:58:09Z
A Song of Ice and Fire,5158509,2011-05-06T03:54:54Z
